{{0.07,0.07,0.14,0.1,0.11,0.09,0.14,0.09,0.13,0.08,0.1,0.17,0.09,0.08,0.13,0.08,0.13,0.15,0.05,0.04,0.13,0.21,0.13,0.06,0.11,0.09,0.05,0.1,0.1,0.04,0,5.48,-0.89,2325,2250,925,8.04,0.27,0.36,8.05,0.35,8.05,9.79},4},
{{0.13,0.1,0.11,0.05,0.08,0.12,0.12,0.13,0.15,0.04,0.16,0.16,0.1,0.08,0.08,0.08,0.11,0.11,0.09,0.05,0.11,0.25,0.11,0.11,0.06,0.08,0.03,0.08,0.07,0.12,0,5.45,-0.84,2325,402.17,2475,8.09,0.31,0.43,8.09,0.37,8.09,9.81},4},
{{0.15,0.07,0.1,0.07,0.11,0.04,0.11,0.11,0.14,0.13,0.05,0.18,0.11,0.11,0.11,0.07,0.15,0.09,0.09,0.07,0.13,0.24,0.12,0.06,0.03,0.05,0.09,0.1,0.08,0.12,0,5.53,-0.81,2325,494.74,425,8.05,0.27,0.47,8.06,0.33,8.06,9.82},4},
{{0.08,0.06,0.07,0.1,0.16,0.03,0.16,0.11,0.15,0.09,0.11,0.05,0.11,0.08,0.16,0.09,0.1,0.13,0.08,0.12,0.04,0.06,0.08,0.1,0.13,0.16,0.18,0.12,0.09,0.06,0,5.59,-0.66,2325,730,1975,8.01,0.34,0.32,8.02,0.47,8.02,9.81},4},
{{0.07,0.03,0.07,0.09,0.07,0.05,0.06,0.07,0.11,0.13,0.05,0.02,0.04,0.07,0.09,0.08,0.07,0.08,0.11,0.14,0,0.01,0.01,0.04,0.09,0.14,0.13,0.12,0.12,0.1,0,4.17,-0.34,2325,2183.33,1925,5.82,1.13,0.27,7.98,1.61,7.98,7.18},4},
{{0.01,0,0,0,0,0,0,0,0.02,0.93,0.21,0.14,0.17,0.11,0.09,0.08,0,0.03,0.05,0.15,0.01,0,0,0.01,0.01,0,0.01,0.01,0.02,0.9,0,-3.46,7.36,2325,2183.33,207.78,5.68,0.17,0.13,5.69,0.25,5.69,9.93},3},
{{0.01,0,0,0,0,0.01,0.01,0.06,0.8,0.12,0.02,0.04,0.45,0.21,0.18,0.07,0,0.03,0.01,0.02,0,0.01,0,0,0,0.01,0.01,0.14,0.69,0.15,0,-3.42,6.98,2325,2183.33,188.89,6.2,0.06,0.07,6.2,0.12,6.2,9.95},3},
{{0.04,0.04,0,0.06,0.04,0.02,0.01,0.19,0.38,0.24,0.19,0.16,0.15,0.1,0.12,0.1,0,0.05,0.06,0.08,0.09,0.06,0.02,0.06,0.01,0.05,0.03,0.08,0.39,0.22,0,-3.45,6.89,2325,2183.33,287.5,6.27,0.16,0.19,6.28,0.22,6.28,9.94},3},
{{0.05,0.15,0,0.39,0.41,0.01,0,0,0,0,0.47,0.53,0.01,0,0,0,0,0,0,0,0.5,0.51,0,0,0,0,0,0,0,0,0,-3.62,6.49,2325,2183.33,317.24,6.65,0.04,0.04,6.66,0.06,6.66,9.98},3},
{{0.13,0.11,0,0.13,0.34,0.09,0.04,0.12,0.03,0.03,0.29,0.3,0.09,0.05,0.02,0.05,0,0.06,0.06,0.09,0.28,0.34,0.09,0.07,0.07,0.05,0.04,0.05,0.02,0.01,0,-3.5,6.58,2325,2183.33,404.76,6.61,0.17,0.13,6.61,0.23,6.61,9.97},3},
{{0.04,0.05,0,0.09,0.33,0.22,0.08,0.13,0.07,0.01,0.01,0.01,0.06,0.1,0.16,0.28,0,0.13,0.11,0.15,0.01,0.04,0.09,0.14,0.21,0.18,0.14,0.07,0.12,0.03,0,-3.31,6.76,2325,2183.33,205.43,6.54,0.08,0.09,6.55,0.13,6.55,9.97},3},
{{0.03,0,0,0,0.12,0.24,0.35,0.26,0.01,0.01,0.01,0.01,0.01,0.04,0.07,0.2,0,0.28,0.29,0.12,0.01,0.01,0.01,0.01,0.05,0.22,0.38,0.3,0.03,0.01,0,-3.3,6.79,2325,2183.33,269.44,6.52,0.05,0.04,6.52,0.09,6.52,9.97},3},
{{0,0,0,0,0.05,0.11,0.41,0.45,0,0,0,0,0,0.04,0.11,0.32,0,0.32,0.19,0.03,0,0,0,0.01,0.02,0.07,0.33,0.58,0.01,0,0,-3.31,6.81,2325,2183.33,221.43,6.5,0.03,0.03,6.5,0.05,6.5,9.98},3},
{{0.12,0.06,0,0.04,0.14,0.1,0.17,0.38,0.01,0.01,0.03,0.01,0.02,0.04,0.06,0.25,0,0.21,0.15,0.23,0.01,0.04,0.05,0.08,0.07,0.08,0.14,0.49,0.05,0.02,0,-3.27,6.79,2325,2183.33,262.12,6.55,0.1,0.08,6.55,0.17,6.55,9.99},3},
{{0.14,0.07,0,0.15,0.39,0.12,0.07,0.07,0.01,0,0,0.01,0.03,0.07,0.08,0.19,0,0.17,0.17,0.3,0,0.03,0.05,0.12,0.13,0.23,0.21,0.22,0.03,0,0,-3.28,6.75,2325,2183.33,320,6.62,0.07,0.06,6.62,0.09,6.62,10.01},3},
{{0.31,0.17,0,0.27,0.23,0.01,0.01,0.01,0,0,0.01,0.01,0.04,0.05,0.07,0.13,0,0.19,0.23,0.29,0.04,0.1,0.11,0.2,0.29,0.18,0.06,0.04,0,0,0,-3.28,6.68,2325,2183.33,315,6.69,0.07,0.06,6.7,0.1,6.7,10.01},3},
{{0.19,0.3,0,0.28,0.2,0.02,0.02,0.01,0,0,0,0,0.01,0.04,0.09,0.18,0,0.32,0.22,0.16,0,0.09,0.13,0.34,0.29,0.09,0.06,0.01,0,0,0,-3.29,6.68,2325,2183.33,274.29,6.68,0.05,0.04,6.68,0.06,6.68,10},3},
{{0.14,0.14,0,0.19,0.13,0.03,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.03,0.08,0,0.17,0.18,0.18,0.02,0.05,0.06,0.21,0.16,0.1,0.04,0.02,0,0,0,-2.11,4.31,2325,2183.33,206.9,4.31,0.75,1.53,6.68,1.16,6.68,6.45},3},
{{0.45,0.08,0.08,0.11,0.11,0.1,0.06,0.02,0,0,0,0.01,0.11,0.19,0.14,0.07,0.08,0.04,0.09,0.24,0.17,0.08,0.09,0.11,0.09,0.12,0.08,0.11,0.07,0.1,0,5.96,-0.7,1225,584.38,1600,7.86,7.52,2.87,9.94,8.41,9.94,12.37},0},
{{0.47,0.05,0.08,0.09,0.11,0.09,0.08,0.04,0.01,0,0,0.04,0.16,0.13,0.08,0.08,0.04,0.04,0.07,0.22,0.3,0.12,0.07,0.03,0.06,0.05,0.12,0.05,0.06,0.15,0,6.91,-1.64,3700,522.22,1850,8.9,8.92,4.01,10.97,9.68,10.97,14.81},0},
{{0.09,0.09,0.1,0.18,0.1,0.12,0.11,0.13,0.07,0,0.02,0.07,0.12,0.14,0.08,0.06,0.03,0.08,0.11,0.2,0.1,0.17,0.15,0.11,0.08,0.1,0.07,0.08,0.08,0.07,0,5.91,-0.75,460.71,530.56,2025,7.29,8.5,2.64,9.68,9.61,9.68,13.01},0},
{{0.04,0.15,0.11,0.09,0.1,0.09,0.11,0.06,0.1,0,0.1,0.09,0.04,0.09,0.12,0.06,0.08,0.1,0.2,0.13,0.16,0.12,0.13,0.07,0.08,0.07,0.07,0.12,0.09,0.11,0,3.09,-0.79,762.5,725,3725,8.96,7.69,3,11.66,9.47,11.66,13.86},0},
{{0.04,0.12,0.1,0.14,0.06,0.1,0.1,0.13,0.09,0,0.08,0.17,0.09,0.12,0.1,0.12,0.09,0.1,0.1,0.05,0.06,0.11,0.1,0.08,0.11,0.08,0.13,0.08,0.13,0.13,0,-0.29,0.4,519.44,3600,1310,9.2,6.28,2.79,11.74,7.85,11.74,12.6},0},
{{0.07,0.09,0.11,0.1,0.09,0.1,0.1,0.14,0.1,0,0.1,0.15,0.06,0.11,0.12,0.09,0.12,0.1,0.12,0.05,0.04,0.09,0.04,0.08,0.13,0.12,0.13,0.13,0.16,0.11,0,0.15,0.44,387.5,800,2025,9.28,6.41,2.39,11.75,8.15,11.75,12.59},0},
{{0.06,0.09,0.12,0.11,0.1,0.09,0.11,0.07,0.1,0,0.13,0.11,0.07,0.11,0.09,0.14,0.11,0.11,0.1,0.05,0.08,0.07,0.1,0.07,0.13,0.08,0.08,0.14,0.16,0.1,0,-0.16,0.15,502.78,850,4250,9.28,6.58,2.65,11.95,8.38,11.95,12.82},0},
{{0.08,0.09,0.1,0.1,0.1,0.07,0.14,0.11,0.09,0,0.14,0.13,0.1,0.08,0.11,0.11,0.09,0.11,0.11,0.04,0.07,0.13,0.07,0.12,0.11,0.15,0.12,0.05,0.12,0.09,0,-0.79,-0.18,710,1625,1350,9.32,6.76,2.42,11.76,8.36,11.76,12.81},0},
{{0.06,0.15,0.11,0.09,0.08,0.09,0.1,0.06,0.11,0,0.14,0.08,0.1,0.08,0.1,0.13,0.11,0.15,0.06,0.08,0.07,0.14,0.09,0.08,0.15,0.08,0.08,0.16,0.08,0.09,0,-0.1,-0.16,633.33,1587.5,750,9.47,6.82,2.61,12.01,8.62,12.01,13.23},0},
{{0.07,0.09,0.1,0.07,0.06,0.1,0.12,0.14,0.1,0,0.19,0.08,0.06,0.05,0.1,0.13,0.13,0.1,0.14,0.04,0.16,0.08,0.1,0.14,0.08,0.05,0.13,0.05,0.12,0.11,0,-0.53,-0.52,750,1633.33,2050,10.49,7.59,3.08,12.72,9.22,12.72,14.56},0},
{{0.07,0.13,0.1,0.05,0.12,0.12,0.1,0.09,0.11,0,0.14,0.13,0.09,0.09,0.07,0.13,0.13,0.12,0.1,0.02,0.07,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.08,0.11,0,-1.04,-0.24,606.25,4025,2800,9.07,6.73,2.74,11.53,8.14,11.53,12.75},0},
{{0.03,0.07,0.13,0.14,0.15,0.09,0.1,0.15,0.09,0,0.08,0.12,0.15,0.11,0.15,0.08,0.11,0.1,0.07,0.06,0.05,0.06,0.1,0.12,0.09,0.13,0.08,0.15,0.11,0.12,0,-0.12,0.73,511.11,4025,1350,7.9,5.74,2.93,10.54,7.43,10.54,11.4},0},
{{0.03,0.12,0.1,0.09,0.13,0.11,0.07,0.1,0.15,0,0.11,0.1,0.1,0.09,0.09,0.09,0.1,0.14,0.12,0.09,0.05,0.06,0.11,0.11,0.15,0.12,0.11,0.12,0.1,0.09,0,0.85,0.01,410.42,762.5,3825,9,7.08,2.32,11.71,8.84,11.71,12.83},0},
{{0.05,0.1,0.11,0.1,0.12,0.11,0.1,0.16,0.1,0,0.11,0.14,0.12,0.13,0.09,0.08,0.11,0.13,0.08,0.02,0.09,0.07,0.12,0.14,0.09,0.11,0.09,0.1,0.1,0.1,0,-1.02,-0.09,535.29,1175,775,8.64,6.08,2.73,11.11,7.56,11.11,11.98},0},
{{0.03,0.12,0.11,0.1,0.1,0.11,0.09,0.13,0.08,0,0.14,0.12,0.1,0.07,0.09,0.1,0.15,0.12,0.08,0.04,0.09,0.1,0.14,0.12,0.08,0.15,0.07,0.1,0.1,0.07,0,-0.78,-0.57,646.43,1025,4000,9.11,6.78,2.27,11.7,8.28,11.7,12.77},0},
{{0.05,0.09,0.09,0.09,0.11,0.12,0.1,0.11,0.1,0,0.16,0.1,0.12,0.06,0.08,0.16,0.12,0.09,0.1,0.05,0.06,0.09,0.12,0.12,0.1,0.1,0.13,0.13,0.07,0.09,0,-0.93,-0.17,571.43,3200,1475,9.49,7.15,2.26,12.05,8.68,12.05,13.15},0},
{{0,0.02,0.06,0.04,0.04,0.05,0.12,0.04,0.05,0,0.03,0.03,0.09,0.03,0.07,0.05,0.07,0.05,0.04,0.01,0.05,0.04,0.05,0.03,0.08,0.06,0.05,0.05,0.02,0.03,0,0.04,-0.37,607.14,525,1100,4.16,2.26,0.96,11.57,6.63,11.57,5.27},0},
{{0.3,0.16,0.19,0.09,0.08,0.12,0.07,0.02,0,0,0.01,0.07,0.04,0.06,0.02,0.07,0.12,0.22,0.23,0.19,0.09,0.08,0.11,0.14,0.1,0.14,0.08,0.06,0.14,0.07,0,9.54,-0.32,2033.33,962.5,1125,3.12,3.12,1.75,4.09,3.89,4.09,10.59},2},
{{0.38,0.19,0.11,0.07,0.06,0.08,0.08,0.04,0.01,0,0.03,0.09,0.05,0.07,0.06,0.04,0.12,0.18,0.19,0.18,0.12,0.12,0.16,0.11,0.12,0.07,0.04,0.07,0.1,0.11,0,9.32,-0.47,3525,885,3700,3.31,3.62,2.02,4.44,4.45,4.44,10.68},2},
{{0.33,0.2,0.14,0.11,0.08,0.08,0.04,0.04,0,0,0.05,0.09,0.05,0.06,0.03,0.05,0.12,0.11,0.23,0.24,0.12,0.17,0.09,0.1,0.13,0.07,0.11,0.08,0.07,0.09,0,9.44,-0.45,1250,855.56,3150,3.13,3.85,1.93,4.15,4.52,4.15,10.7},2},
{{0.28,0.2,0.12,0.09,0.08,0.08,0.08,0.06,0.03,0.01,0.07,0.08,0.05,0.05,0.05,0.03,0.12,0.19,0.18,0.2,0.1,0.13,0.11,0.1,0.05,0.09,0.15,0.13,0.11,0.06,0,9.12,-0.37,1525,750,1050,3.82,3.68,1.79,5.22,4.52,5.22,10.8},2},
{{0.2,0.11,0.19,0.11,0.08,0.06,0.09,0.09,0.07,0.02,0.11,0.08,0.04,0.05,0.07,0.07,0.14,0.17,0.09,0.2,0.12,0.13,0.08,0.07,0.08,0.12,0.08,0.13,0.1,0.12,0,8.56,-0.06,1575,875,3700,4.89,3.88,2.15,6.45,4.81,6.45,10.89},2},
{{0.15,0.09,0.18,0.11,0.1,0.05,0.13,0.08,0.07,0.07,0.12,0.08,0.06,0.05,0.05,0.09,0.18,0.13,0.08,0.18,0.13,0.12,0.09,0.11,0.08,0.13,0.09,0.09,0.08,0.1,0,8.09,-0.37,1168.75,1430,1575,5.72,3.59,2.02,7.31,4.51,7.31,10.95},2},
{{0.1,0.08,0.09,0.13,0.1,0.08,0.11,0.12,0.12,0.11,0.1,0.08,0.08,0.08,0.11,0.16,0.12,0.11,0.09,0.1,0.1,0.1,0.15,0.13,0.1,0.11,0.06,0.08,0.09,0.11,0,7.19,-0.28,1550,1441.67,3125,7.13,2.87,2.08,8.74,3.75,8.74,11.17},2},
{{0.05,0.12,0.1,0.12,0.13,0.07,0.1,0.11,0.15,0.08,0.09,0.07,0.09,0.1,0.11,0.15,0.12,0.11,0.08,0.11,0.1,0.12,0.08,0.12,0.12,0.12,0.07,0.12,0.06,0.11,0,7.12,-0.13,1012.5,1862.5,1683.33,6.91,2.82,2.12,8.52,3.62,8.52,11},2},
{{0.08,0.1,0.11,0.1,0.1,0.07,0.14,0.07,0.16,0.1,0.12,0.09,0.09,0.12,0.11,0.14,0.12,0.05,0.08,0.1,0.1,0.11,0.15,0.1,0.1,0.08,0.09,0.09,0.09,0.11,0,6.7,-0.14,1078.57,1183.33,3000,7.1,2.87,2.18,8.76,3.85,8.76,10.82},2},
{{0.07,0.06,0.1,0.1,0.13,0.09,0.13,0.1,0.13,0.11,0.08,0.11,0.12,0.13,0.12,0.13,0.08,0.08,0.09,0.07,0.05,0.13,0.12,0.19,0.11,0.07,0.07,0.07,0.11,0.1,0,6.54,-0.04,2075,2450,2083.33,7.36,2.54,2.1,8.86,3.31,8.86,10.84},2},
{{0.04,0.09,0.08,0.11,0.11,0.13,0.11,0.12,0.15,0.08,0.1,0.09,0.1,0.11,0.12,0.14,0.1,0.12,0.07,0.08,0.05,0.09,0.14,0.13,0.12,0.08,0.06,0.12,0.12,0.11,0,6.69,0.06,1400,1210,2383.33,7.47,2.58,2.07,8.94,3.43,8.94,10.98},2},
{{0.03,0.06,0.1,0.09,0.12,0.18,0.14,0.16,0.06,0.08,0.07,0.05,0.12,0.17,0.14,0.16,0.08,0.09,0.09,0.06,0.06,0.1,0.14,0.12,0.07,0.1,0.06,0.14,0.12,0.11,0,6.55,-0.05,1100,3850,3150,7.49,2.25,1.97,8.77,3,8.77,10.89},2},
{{0.05,0.04,0.14,0.08,0.12,0.13,0.12,0.1,0.13,0.12,0.07,0.09,0.12,0.17,0.13,0.13,0.11,0.06,0.07,0.08,0.08,0.12,0.09,0.11,0.07,0.13,0.13,0.06,0.1,0.14,0,6.47,0.28,2350,1300,2125,7.6,2.46,2.61,9.06,3.31,9.06,11.15},2},
{{0.06,0.09,0.09,0.08,0.13,0.12,0.1,0.12,0.11,0.12,0.1,0.14,0.14,0.11,0.1,0.11,0.09,0.05,0.09,0.1,0.09,0.09,0.09,0.07,0.09,0.12,0.17,0.08,0.12,0.1,0,6.47,0.12,3950,1216.67,3625,7.45,2.84,2.2,9.01,3.67,9.01,10.9},2},
{{0.05,0.07,0.07,0.13,0.11,0.09,0.11,0.14,0.13,0.11,0.11,0.09,0.14,0.12,0.11,0.06,0.11,0.09,0.13,0.06,0.07,0.08,0.07,0.06,0.12,0.13,0.14,0.16,0.11,0.08,0,6.58,0.08,2050,1366.67,2733.33,7.74,2.81,1.95,9.19,3.5,9.19,11.05},2},
{{0.04,0.1,0.08,0.11,0.1,0.11,0.08,0.14,0.14,0.13,0.1,0.14,0.1,0.08,0.07,0.16,0.13,0.09,0.08,0.08,0.14,0.08,0.06,0.08,0.12,0.09,0.15,0.1,0.09,0.09,0,6.59,-0.27,1483.33,1487.5,2366.67,7.72,2.77,1.9,9.26,3.67,9.26,11.13},2},
{{0.04,0.09,0.1,0.11,0.1,0.12,0.12,0.12,0.1,0.13,0.13,0.1,0.1,0.1,0.12,0.13,0.08,0.08,0.08,0.09,0.1,0.09,0.08,0.13,0.08,0.11,0.1,0.1,0.1,0.12,0,6.48,0.2,4025,2350,3525,7.59,2.82,2.45,9.19,3.65,9.19,11.07},2},
{{0.04,0.1,0.07,0.1,0.15,0.1,0.08,0.12,0.13,0.14,0.12,0.12,0.11,0.07,0.15,0.11,0.07,0.09,0.09,0.09,0.08,0.12,0.08,0.09,0.08,0.12,0.12,0.1,0.11,0.11,0,6.63,0.12,2025,1307.14,4550,7.7,2.87,2.26,9.33,3.71,9.33,11.25},2},
{{0.05,0.11,0.06,0.11,0.12,0.1,0.08,0.15,0.1,0.14,0.12,0.07,0.15,0.12,0.1,0.14,0.09,0.07,0.11,0.06,0.09,0.08,0.08,0.08,0.09,0.15,0.09,0.15,0.1,0.1,0,6.33,0,790.91,1016.67,1366.67,7.73,2.58,1.99,9.36,3.44,9.36,11},2},
{{0.06,0.1,0.07,0.14,0.12,0.09,0.11,0.1,0.12,0.12,0.09,0.09,0.19,0.12,0.09,0.16,0.09,0.08,0.06,0.07,0.1,0.08,0.08,0.1,0.12,0.13,0.11,0.11,0.09,0.11,0,6.25,-0.09,1925,1025,3975,7.37,2.42,1.99,9.02,3.32,9.02,10.71},2},
{{0.05,0.12,0.1,0.1,0.08,0.12,0.12,0.1,0.1,0.13,0.11,0.09,0.12,0.09,0.11,0.1,0.11,0.13,0.09,0.07,0.12,0.09,0.08,0.08,0.08,0.09,0.08,0.19,0.12,0.11,0,6.66,0.08,2575,1230,1033.33,7.23,2.71,2.18,8.86,3.37,8.86,10.94},2},
{{0.03,0.11,0.11,0.1,0.1,0.11,0.09,0.11,0.12,0.14,0.13,0.11,0.11,0.11,0.15,0.11,0.08,0.07,0.06,0.09,0.1,0.07,0.08,0.11,0.09,0.14,0.14,0.08,0.12,0.08,0,6.22,0.01,944.44,1590,3450,7.46,2.61,2.09,9.09,3.43,9.09,10.79},2},
{{0.05,0.1,0.09,0.1,0.08,0.12,0.13,0.11,0.11,0.13,0.14,0.14,0.09,0.09,0.17,0.09,0.08,0.05,0.11,0.06,0.1,0.09,0.09,0.1,0.08,0.15,0.13,0.11,0.08,0.1,0,6.25,-0.21,900,2012.5,3500,7.65,2.67,1.78,9.31,3.51,9.31,10.84},2},
{{0.03,0.08,0.09,0.08,0.11,0.15,0.1,0.1,0.14,0.14,0.12,0.11,0.12,0.14,0.13,0.09,0.09,0.05,0.11,0.06,0.11,0.06,0.11,0.11,0.11,0.09,0.09,0.09,0.12,0.13,0,6.27,0.19,1025,3625,2600,7.95,2.63,2.41,9.44,3.47,9.44,11.18},2},
{{0.05,0.09,0.06,0.12,0.08,0.14,0.06,0.14,0.12,0.17,0.16,0.11,0.13,0.06,0.1,0.13,0.1,0.1,0.08,0.06,0.1,0.09,0.11,0.1,0.09,0.13,0.09,0.09,0.12,0.11,0,6.25,-0.02,2516.67,1512.5,1650,8.06,2.79,2.14,9.65,3.65,9.65,11.2},2},
{{0.08,0.09,0.05,0.1,0.11,0.09,0.11,0.11,0.13,0.13,0.1,0.14,0.14,0.11,0.1,0.06,0.12,0.12,0.06,0.08,0.1,0.1,0.09,0.1,0.07,0.13,0.1,0.12,0.09,0.12,0,6.42,-0.04,3550,894.44,2050,7.78,2.72,2.11,9.39,3.39,9.39,11.06},2},
{{0.1,0.07,0.06,0.1,0.09,0.1,0.12,0.08,0.14,0.17,0.15,0.14,0.1,0.09,0.13,0.09,0.07,0.06,0.12,0.07,0.14,0.1,0.07,0.07,0.07,0.07,0.17,0.13,0.12,0.09,0,6.25,-0.07,1975,1516.67,1316.67,8,2.85,2.17,9.66,3.61,9.66,11.18},2},
{{0.06,0.1,0.11,0.09,0.09,0.08,0.1,0.1,0.1,0.19,0.14,0.17,0.11,0.11,0.09,0.1,0.07,0.08,0.07,0.08,0.13,0.1,0.1,0.08,0.09,0.1,0.1,0.13,0.08,0.11,0,6.13,-0.07,736.36,875,4050,7.68,2.82,2.19,9.46,3.65,9.46,10.94},2},
{{0.02,0.07,0.07,0.07,0.09,0.11,0.12,0.07,0.09,0.09,0.08,0.07,0.1,0.12,0.13,0.02,0.12,0.08,0.05,0.04,0.04,0.08,0.07,0.08,0.09,0.08,0.08,0.1,0.11,0.06,0,4.81,-0.09,1100,1312.5,2116.67,5.96,1.8,1.33,9.18,3.3,9.18,8.32},2},
{{0,0.13,0.06,0.13,0.13,0.09,0.16,0.07,0.06,0.19,0,0.02,0.07,0.04,0.11,0.22,0.13,0.09,0.08,0.19,0.05,0.11,0.08,0.13,0.13,0.13,0.13,0.1,0.07,0.1,0,6.35,-0.94,775,410.87,4200,8.02,8.25,2.66,10.04,9.04,10.04,13.09},0},
{{0,0.1,0.12,0.15,0.11,0.08,0.11,0.09,0.12,0.12,0,0.01,0.11,0.07,0.11,0.17,0.12,0.14,0.12,0.12,0.07,0.04,0.09,0.12,0.11,0.18,0.14,0.1,0.08,0.09,0,5.41,-0.78,2033.33,500,1616.67,8.14,7.58,2.73,10.29,8.54,10.29,12.73},0},
{{0,0.2,0.12,0.09,0.14,0.09,0.08,0.13,0.09,0.08,0.03,0.12,0.12,0.11,0.1,0.09,0.11,0.13,0.1,0.12,0.07,0.06,0.13,0.09,0.1,0.13,0.16,0.09,0.11,0.08,0,2.86,-0.84,3375,695.45,2300,9.24,7.62,2.69,11.51,8.74,11.51,13.4},0},
{{0,0.23,0.09,0.06,0.12,0.09,0.07,0.11,0.15,0.1,0.1,0.11,0.08,0.1,0.09,0.12,0.1,0.17,0.1,0.06,0.04,0.07,0.07,0.11,0.11,0.14,0.18,0.07,0.1,0.13,0,1.61,-0.32,4475,1850,1525,8.96,6.96,2.82,11.4,8.08,11.4,12.72},0},
{{0,0.24,0.09,0.08,0.09,0.11,0.09,0.12,0.1,0.1,0.08,0.1,0.13,0.09,0.11,0.13,0.08,0.1,0.13,0.08,0.03,0.09,0.08,0.14,0.1,0.14,0.13,0.09,0.1,0.11,0,1.46,-0.43,3075,1391.67,2175,9.16,7.17,2.87,11.58,8.52,11.58,13.05},0},
{{0,0.26,0.1,0.11,0.07,0.07,0.11,0.08,0.11,0.12,0.1,0.14,0.11,0.09,0.09,0.08,0.12,0.11,0.08,0.11,0.09,0.12,0.09,0.11,0.09,0.11,0.09,0.06,0.09,0.17,0,1.43,-0.58,2750,922.22,925,9.79,7.72,3.61,12.06,9.02,12.06,14.22},0},
{{0,0.21,0.1,0.11,0.1,0.1,0.08,0.09,0.12,0.1,0.07,0.12,0.12,0.08,0.11,0.08,0.13,0.11,0.13,0.07,0.12,0.09,0.1,0.11,0.11,0.08,0.12,0.06,0.11,0.12,0,2.05,-1.05,937.5,927.78,3033.33,9.23,7.33,3.31,11.51,8.57,11.51,13.51},0},
{{0,0.2,0.12,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.08,0.13,0.1,0.13,0.08,0.08,0.14,0.09,0.1,0.11,0.08,0.09,0.11,0.15,0.11,0.11,0.07,0.09,0.11,0.09,0,1.89,-1.16,3000,1025,3050,9.14,7.53,2.87,11.38,8.8,11.38,13.37},0},
{{0,0.25,0.06,0.11,0.12,0.03,0.1,0.09,0.14,0.1,0.11,0.1,0.11,0.09,0.12,0.07,0.1,0.08,0.15,0.09,0.07,0.1,0.09,0.11,0.13,0.08,0.13,0.1,0.13,0.09,0,1.54,-0.92,2750,825,2800,9.35,7.88,2.9,11.71,9.18,11.71,13.65},0},
{{0,0.24,0.1,0.07,0.09,0.11,0.07,0.11,0.13,0.1,0.09,0.09,0.1,0.1,0.14,0.1,0.09,0.14,0.12,0.06,0.05,0.08,0.09,0.1,0.12,0.12,0.16,0.09,0.13,0.07,0,1.48,-0.77,3150,1208.33,2362.5,9.24,7.21,2.62,11.65,8.5,11.65,13.03},0},
{{0,0.23,0.11,0.07,0.12,0.09,0.08,0.09,0.14,0.09,0.09,0.08,0.15,0.12,0.13,0.08,0.14,0.09,0.08,0.07,0.05,0.1,0.12,0.11,0.13,0.12,0.12,0.09,0.08,0.11,0,0.66,-0.81,1783.33,1541.67,3425,9.32,6.7,2.9,11.68,8.23,11.68,13.09},0},
{{0,0.22,0.11,0.08,0.09,0.12,0.12,0.1,0.12,0.08,0.09,0.13,0.1,0.14,0.1,0.08,0.09,0.11,0.07,0.1,0.08,0.08,0.07,0.13,0.14,0.1,0.1,0.11,0.1,0.12,0,1.04,-0.67,1500,1137.5,2250,8.97,7.39,3.09,11.42,8.76,11.42,13.22},0},
{{0,0.21,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.09,0.08,0.13,0.11,0.13,0.09,0.12,0.07,0.09,0.04,0.08,0.07,0.15,0.13,0.16,0.09,0.13,0.07,0.11,0,0.84,-0.61,1266.67,1283.33,2200,9.03,6.7,2.72,11.33,8.19,11.33,12.68},0},
{{0,0.18,0.09,0.15,0.12,0.13,0.07,0.11,0.08,0.08,0.07,0.09,0.12,0.12,0.09,0.13,0.11,0.1,0.11,0.07,0.06,0.13,0.11,0.14,0.12,0.1,0.07,0.14,0.09,0.06,0,1.69,-1.31,1800,972.22,1562.5,8.86,7.07,2.66,11.04,8.43,11.04,12.84},0},
{{0,0.23,0.09,0.13,0.1,0.09,0.08,0.13,0.11,0.07,0.07,0.11,0.11,0.14,0.09,0.13,0.08,0.13,0.1,0.08,0.09,0.12,0.12,0.12,0.11,0.08,0.09,0.1,0.11,0.08,0,1.67,-1.21,2225,1000,1100,9.09,7.3,3.07,11.51,8.51,11.51,13.34},0},
{{0,0.21,0.13,0.09,0.13,0.11,0.09,0.08,0.09,0.09,0.12,0.1,0.1,0.1,0.08,0.13,0.11,0.09,0.12,0.07,0.08,0.14,0.13,0.06,0.13,0.09,0.08,0.11,0.14,0.07,0,1.16,-1.2,3050,844.44,1675,9.51,7.28,2.98,11.7,8.75,11.7,13.56},0},
{{0,0.19,0.13,0.09,0.1,0.11,0.09,0.09,0.1,0.12,0.15,0.07,0.13,0.09,0.11,0.07,0.11,0.11,0.1,0.08,0.09,0.11,0.11,0.07,0.08,0.1,0.1,0.11,0.12,0.13,0,1.08,-0.61,1266.67,1011.11,1530,9.14,7.79,3.41,11.33,9.2,11.33,13.59},0},
